id,lesson_id,stage_id,route_id,title,drill_type,target_skill,skill_category,difficulty,order_index,prerequisites,instructions,coach_cues,expected_mistakes,correction_cues,pass_criteria,fail_criteria,repetition_count,suggested_duration,rest_duration,scoring_logic,mastery_threshold,safety_notes
D095,S3_L04,S3,R5,Confidence Take 4,confidence_rep,recording_confidence,performance_confidence,hard,5,"[""D094""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 80 OR low_confidence_cap_triggered,5,4m 10s,40s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",80,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D096,S3_L04,S3,R5,Grow then Release 4,dynamic_control,crescendo_diminuendo,dynamics,hard,6,"[""D095""]","Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 80 OR low_confidence_cap_triggered,3,4m 20s,40s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",80,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D097,S3_L05,S3,R4,Balanced Transition 5,register_bridge,passaggio_smoothing,register_transition,medium,1,[],"Move across the register change smoothly and keep the tone connected. Aim for a musical, not mechanical, result.","[""lighten as you rise"", ""do not drag weight upward""]","[""cracking"", ""dragging chest too high"", ""flipping suddenly""]","[""lighten as you rise"", ""keep airflow even across the bridge"", ""allow a narrower vowel if needed""]",score >= threshold AND bridge_crack_events <= 1,score < 81 OR low_confidence_cap_triggered,4,3m 30s,50s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.4, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.1}, ""metrics"": [""bridge_crack_events"", ""bridge_continuity_score"", ""mean_abs_cents"", ""vowel_consistency_score"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND bridge_crack_events <= 1""}",81,"[""stay away from extreme high notes"", ""use medium volume only""]"
D098,S3_L05,S3,R4,Bridge and Settle 5,register_bridge,passaggio_smoothing,register_transition,medium,2,"[""D097""]","Move across the register change smoothly and keep the tone connected. Aim for a musical, not mechanical, result.","[""lighten as you rise"", ""do not drag weight upward""]","[""cracking"", ""dragging chest too high"", ""flipping suddenly""]","[""lighten as you rise"", ""keep airflow even across the bridge"", ""allow a narrower vowel if needed""]",score >= threshold AND bridge_crack_events <= 1,score < 81 OR low_confidence_cap_triggered,5,3m 40s,50s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.4, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.1}, ""metrics"": [""bridge_crack_events"", ""bridge_continuity_score"", ""mean_abs_cents"", ""vowel_consistency_score"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND bridge_crack_events <= 1""}",81,"[""stay away from extreme high notes"", ""use medium volume only""]"
D099,S3_L05,S3,R4,Slide to Center 5,pitch_slide,pitch_entry,pitch_accuracy,medium,3,"[""D098""]","Start below or above the target as prompted, then slide smoothly into tune. Aim for a musical, not mechanical, result.","[""move continuously"", ""arrive before you hold""]","[""jumping instead of sliding"", ""overshooting above target"", ""uneven airflow""]","[""move continuously not abruptly"", ""arrive and settle before holding"", ""let the breath stay even""]",score >= threshold AND correct_direction = true,score < 80 OR low_confidence_cap_triggered,4,3m 50s,40s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.2}, ""metrics"": [""entry_time_ms"", ""hold_after_entry_ms"", ""slide_jerk_index"", ""correct_direction"", ""final_abs_cents""], ""pass_rule"": ""score >= threshold AND correct_direction = true""}",80,"[""keep slides in a comfortable range"", ""avoid pushing volume at the top of the slide""]"
D100,S3_L05,S3,R4,Keep the Vowel 5,vowel_shape,vowel_consistency,tone_quality,hard,4,"[""D099""]","Keep the target vowel consistent as you sing the pattern. Aim for a musical, not mechanical, result.","[""protect the vowel identity"", ""let resonance move, not the vowel""]","[""vowel spreading"", ""tone going dull on higher note"", ""mouth shape changing too much""]","[""keep the vowel pure"", ""let resonance adjust not the vowel identity"", ""use a mirror cue if needed""]",score >= threshold AND vowel_consistency_score >= 0.75,score < 80 OR low_confidence_cap_triggered,4,4m 0s,40s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.3, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.2}, ""metrics"": [""vowel_consistency_score"", ""formant_stability_proxy"", ""mean_abs_cents"", ""legato_score"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND vowel_consistency_score >= 0.75""}",80,"[""keep the tongue relaxed"", ""avoid exaggerated mouth movement""]"
D101,S3_L05,S3,R5,Safe Short Run 5,confidence_rep,recording_confidence,performance_confidence,hard,5,"[""D100""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 80 OR low_confidence_cap_triggered,5,4m 10s,40s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",80,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D102,S3_L05,S3,R5,Hold and Stay 5,sustain_hold,sustain_control,pitch_stability,hard,6,"[""D101""]","Sing the target note and keep it steady for the full hold. Aim for a musical, not mechanical, result.","[""steady airflow"", ""keep the sound calm and centered""]","[""pitch drift"", ""running out of air early"", ""jaw tension""]","[""steady your airflow"", ""release the jaw and tongue"", ""aim for a smaller steadier sound""]",score >= threshold AND held_duration_ms >= target_hold_ms * 0.8; target_hold_ms = 4500,score < 80 OR low_confidence_cap_triggered,3,4m 20s,40s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.15}, ""metrics"": [""mean_abs_cents"", ""stability_stddev_cents"", ""held_duration_ms"", ""time_in_good_zone_ms"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND held_duration_ms >= target_hold_ms * 0.8""}",80,"[""do not force extra seconds"", ""rest if you feel breathless""]"
D103,S3_L06,S3,R4,Shape and Ring 6,vowel_shape,vowel_consistency,tone_quality,medium,1,[],"Keep the target vowel consistent as you sing the pattern. Aim for a musical, not mechanical, result.","[""protect the vowel identity"", ""let resonance move, not the vowel""]","[""vowel spreading"", ""tone going dull on higher note"", ""mouth shape changing too much""]","[""keep the vowel pure"", ""let resonance adjust not the vowel identity"", ""use a mirror cue if needed""]",score >= threshold AND vowel_consistency_score >= 0.75,score < 80 OR low_confidence_cap_triggered,4,3m 30s,40s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.3, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.2}, ""metrics"": [""vowel_consistency_score"", ""formant_stability_proxy"", ""mean_abs_cents"", ""legato_score"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND vowel_consistency_score >= 0.75""}",80,"[""keep the tongue relaxed"", ""avoid exaggerated mouth movement""]"
D104,S3_L06,S3,R4,Soft to Strong 6,dynamic_control,crescendo_diminuendo,dynamics,medium,2,"[""D103""]","Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 80 OR low_confidence_cap_triggered,5,3m 40s,40s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",80,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D105,S3_L06,S3,R4,Smooth Passaggio 6,register_bridge,passaggio_smoothing,register_transition,medium,3,"[""D104""]","Move across the register change smoothly and keep the tone connected. Aim for a musical, not mechanical, result.","[""lighten as you rise"", ""do not drag weight upward""]","[""cracking"", ""dragging chest too high"", ""flipping suddenly""]","[""lighten as you rise"", ""keep airflow even across the bridge"", ""allow a narrower vowel if needed""]",score >= threshold AND bridge_crack_events <= 1,score < 81 OR low_confidence_cap_triggered,3,3m 50s,50s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.4, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.1}, ""metrics"": [""bridge_crack_events"", ""bridge_continuity_score"", ""mean_abs_cents"", ""vowel_consistency_score"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND bridge_crack_events <= 1""}",81,"[""stay away from extreme high notes"", ""use medium volume only""]"
D106,S3_L06,S3,R4,Connect the Phrase 6,phrase_sing,line_shaping,phrasing,hard,4,"[""D105""]","Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 80 OR low_confidence_cap_triggered,4,4m 0s,40s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",80,"[""reset if you run out of air instead of pushing""]"
D107,S3_L06,S3,R5,Tiny Win Rep 6,confidence_rep,recording_confidence,performance_confidence,hard,5,"[""D106""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 80 OR low_confidence_cap_triggered,5,4m 10s,40s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",80,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D108,S3_L06,S3,R5,Melody Memory 6,melody_echo,note_sequence_memory,melody_recall,hard,6,"[""D107""]","Listen to the short pattern once or twice, then echo it back in order. Aim for a musical, not mechanical, result.","[""follow the contour"", ""wait for the start cue""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 80 OR low_confidence_cap_triggered,4,4m 20s,40s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",80,"[""stay in speech-like volume on first tries""]"
D109,S4_L01,S4,R4,Phrase Flow 1,phrase_sing,line_shaping,phrasing,hard,1,[],"Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending"", ""prioritize meaning and consistency""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 83 OR low_confidence_cap_triggered,4,4m 0s,50s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",83,"[""reset if you run out of air instead of pushing""]"
D110,S4_L01,S4,R4,Line in One Breath 1,phrase_sing,line_shaping,phrasing,hard,2,"[""D109""]","Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending"", ""prioritize meaning and consistency""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 83 OR low_confidence_cap_triggered,5,4m 10s,50s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",83,"[""reset if you run out of air instead of pushing""]"
D111,S4_L01,S4,R5,Grow then Release 1,dynamic_control,crescendo_diminuendo,dynamics,hard,3,"[""D110""]","Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable"", ""prioritize meaning and consistency""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 83 OR low_confidence_cap_triggered,3,4m 20s,50s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",83,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D112,S4_L01,S4,R4,Pattern Repeat 1,melody_echo,note_sequence_memory,melody_recall,hard,4,"[""D111""]","Listen to the short pattern once or twice, then echo it back in order. Aim for a musical, not mechanical, result.","[""follow the contour"", ""wait for the start cue"", ""prioritize meaning and consistency""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 83 OR low_confidence_cap_triggered,5,4m 30s,50s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",83,"[""stay in speech-like volume on first tries""]"
D113,S4_L01,S4,R5,Finish the Rep 1,confidence_rep,recording_confidence,performance_confidence,hard,5,"[""D112""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try"", ""prioritize meaning and consistency""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 83 OR low_confidence_cap_triggered,5,4m 40s,50s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",83,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D114,S4_L01,S4,R3,Performance Check 1,performance_run,repeatability_under_pressure,performance_confidence,hard,6,"[""D113""]","Sing the full excerpt as one intentional take, then repeat with the same plan. Aim for a musical, not mechanical, result.","[""reset before each take"", ""repeat the same musical intention"", ""prioritize meaning and consistency""]","[""tension from pressure"", ""losing breath plan"", ""inconsistent second take""]","[""reset posture before each run"", ""keep one clear intention"", ""repeat the same plan each take""]",score >= threshold AND phrase_completion_ratio >= 0.9,score < 84 OR low_confidence_cap_triggered,3,4m 50s,60s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.15, ""confidence"": 0.1, ""expression"": 0.3}, ""metrics"": [""phrase_completion_ratio"", ""mean_abs_cents"", ""dynamic_range_match"", ""repeatability_score"", ""breath_break_count""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.9""}",84,"[""take full recovery between runs"", ""never force a tired voice""]"
D115,S4_L02,S4,R4,Line in One Breath 2,phrase_sing,line_shaping,phrasing,hard,1,[],"Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending"", ""prioritize meaning and consistency""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 83 OR low_confidence_cap_triggered,4,4m 0s,50s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",83,"[""reset if you run out of air instead of pushing""]"
D116,S4_L02,S4,R4,Pressure-Ready Take 2,performance_run,repeatability_under_pressure,performance_confidence,hard,2,"[""D115""]","Sing the full excerpt as one intentional take, then repeat with the same plan. Aim for a musical, not mechanical, result.","[""reset before each take"", ""repeat the same musical intention"", ""prioritize meaning and consistency""]","[""tension from pressure"", ""losing breath plan"", ""inconsistent second take""]","[""reset posture before each run"", ""keep one clear intention"", ""repeat the same plan each take""]",score >= threshold AND phrase_completion_ratio >= 0.9,score < 84 OR low_confidence_cap_triggered,5,4m 10s,60s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.15, ""confidence"": 0.1, ""expression"": 0.3}, ""metrics"": [""phrase_completion_ratio"", ""mean_abs_cents"", ""dynamic_range_match"", ""repeatability_score"", ""breath_break_count""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.9""}",84,"[""take full recovery between runs"", ""never force a tired voice""]"
D117,S4_L02,S4,R5,Controlled Crescendo 2,dynamic_control,crescendo_diminuendo,dynamics,hard,3,"[""D116""]","Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable"", ""prioritize meaning and consistency""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 83 OR low_confidence_cap_triggered,3,4m 20s,50s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",83,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D118,S4_L02,S4,R4,Melody Memory 2,melody_echo,note_sequence_memory,melody_recall,hard,4,"[""D117""]","Listen to the short pattern once or twice, then echo it back in order. Aim for a musical, not mechanical, result.","[""follow the contour"", ""wait for the start cue"", ""prioritize meaning and consistency""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 83 OR low_confidence_cap_triggered,5,4m 30s,50s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",83,"[""stay in speech-like volume on first tries""]"
D119,S4_L02,S4,R5,Commit and Complete 2,confidence_rep,recording_confidence,performance_confidence,hard,5,"[""D118""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try"", ""prioritize meaning and consistency""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 83 OR low_confidence_cap_triggered,5,4m 40s,50s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",83,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D120,S4_L02,S4,R3,Pure Vowel 2,vowel_shape,vowel_consistency,tone_quality,hard,6,"[""D119""]","Keep the target vowel consistent as you sing the pattern. Aim for a musical, not mechanical, result.","[""protect the vowel identity"", ""let resonance move, not the vowel"", ""prioritize meaning and consistency""]","[""vowel spreading"", ""tone going dull on higher note"", ""mouth shape changing too much""]","[""keep the vowel pure"", ""let resonance adjust not the vowel identity"", ""use a mirror cue if needed""]",score >= threshold AND vowel_consistency_score >= 0.75,score < 83 OR low_confidence_cap_triggered,3,4m 50s,50s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.3, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.2}, ""metrics"": [""vowel_consistency_score"", ""formant_stability_proxy"", ""mean_abs_cents"", ""legato_score"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND vowel_consistency_score >= 0.75""}",83,"[""keep the tongue relaxed"", ""avoid exaggerated mouth movement""]"
D121,S4_L03,S4,R4,Three-Note Recall 3,melody_echo,note_sequence_memory,melody_recall,hard,1,[],"Listen to the short pattern once or twice, then echo it back in order. Aim for a musical, not mechanical, result.","[""follow the contour"", ""wait for the start cue"", ""prioritize meaning and consistency""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 83 OR low_confidence_cap_triggered,5,4m 0s,50s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",83,"[""stay in speech-like volume on first tries""]"
D122,S4_L03,S4,R4,Controlled Crescendo 3,dynamic_control,crescendo_diminuendo,dynamics,hard,2,"[""D121""]","Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable"", ""prioritize meaning and consistency""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 83 OR low_confidence_cap_triggered,5,4m 10s,50s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",83,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D123,S4_L03,S4,R5,Breath to Phrase 3,phrase_sing,line_shaping,phrasing,hard,3,"[""D122""]","Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending"", ""prioritize meaning and consistency""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 83 OR low_confidence_cap_triggered,3,4m 20s,50s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",83,"[""reset if you run out of air instead of pushing""]"
D124,S4_L03,S4,R4,Performance Check 3,performance_run,repeatability_under_pressure,performance_confidence,hard,4,"[""D123""]","Sing the full excerpt as one intentional take, then repeat with the same plan. Aim for a musical, not mechanical, result.","[""reset before each take"", ""repeat the same musical intention"", ""prioritize meaning and consistency""]","[""tension from pressure"", ""losing breath plan"", ""inconsistent second take""]","[""reset posture before each run"", ""keep one clear intention"", ""repeat the same plan each take""]",score >= threshold AND phrase_completion_ratio >= 0.9,score < 84 OR low_confidence_cap_triggered,4,4m 30s,60s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.15, ""confidence"": 0.1, ""expression"": 0.3}, ""metrics"": [""phrase_completion_ratio"", ""mean_abs_cents"", ""dynamic_range_match"", ""repeatability_score"", ""breath_break_count""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.9""}",84,"[""take full recovery between runs"", ""never force a tired voice""]"
